Name,Year,Quarter,File_Changed,Insertions,Deletions
Anush Elangovan,2020,Q3,0,0,0
Anush Elangovan,2020,Q4,0,0,0
Anush Elangovan,2017,Q1,0,0,0
Anush Elangovan,2017,Q2,0,0,0
Anush Elangovan,2017,Q3,0,0,0
Anush Elangovan,2017,Q4,6,60,19
khaled besrour,2020,Q1,2,6,2
khaled besrour,2020,Q2,0,0,0
khaled besrour,2020,Q3,0,0,0
khaled besrour,2020,Q4,0,0,0
Igor Ganichev,2020,Q1,6,119,20
Igor Ganichev,2020,Q2,0,0,0
Igor Ganichev,2020,Q3,0,0,0
Igor Ganichev,2020,Q4,0,0,0
Igor Ganichev,2019,Q1,136,7072,4546
Igor Ganichev,2019,Q2,88,4409,793
Igor Ganichev,2019,Q3,91,2196,1410
Igor Ganichev,2019,Q4,17,266,42
Igor Ganichev,2018,Q1,32,1550,208
Igor Ganichev,2018,Q2,84,2948,616
Igor Ganichev,2018,Q3,53,953,228
Igor Ganichev,2018,Q4,76,2844,881
Igor Ganichev,2017,Q1,0,0,0
Igor Ganichev,2017,Q2,0,0,0
Igor Ganichev,2017,Q3,99,4097,451
Igor Ganichev,2017,Q4,66,2292,860
Jonas Skog,2020,Q1,6,34,5
Jonas Skog,2020,Q2,0,0,0
Jonas Skog,2020,Q3,0,0,0
Jonas Skog,2020,Q4,0,0,0
sunchenggen,2020,Q1,2,39,3
sunchenggen,2020,Q2,0,0,0
sunchenggen,2020,Q3,0,0,0
sunchenggen,2020,Q4,0,0,0
Tomohiro Ubukata,2020,Q1,11,91,44
Tomohiro Ubukata,2020,Q2,0,0,0
Tomohiro Ubukata,2020,Q3,0,0,0
Tomohiro Ubukata,2020,Q4,0,0,0
Ir1d,2020,Q1,5,43,17
Ir1d,2020,Q2,0,0,0
Ir1d,2020,Q3,0,0,0
Ir1d,2020,Q4,0,0,0
Kathy Ruan,2020,Q1,3,4,2
Kathy Ruan,2020,Q2,0,0,0
Kathy Ruan,2020,Q3,0,0,0
Kathy Ruan,2020,Q4,0,0,0
“jaketae”,2020,Q1,51,318,84
“jaketae”,2020,Q2,0,0,0
“jaketae”,2020,Q3,0,0,0
“jaketae”,2020,Q4,0,0,0
Siyavash Najafzade,2020,Q1,3,118,0
Siyavash Najafzade,2020,Q2,0,0,0
Siyavash Najafzade,2020,Q3,0,0,0
Siyavash Najafzade,2020,Q4,0,0,0
张志豪,2020,Q1,3,4,2
张志豪,2020,Q2,0,0,0
张志豪,2020,Q3,0,0,0
张志豪,2020,Q4,0,0,0
张志豪,2017,Q1,0,0,0
张志豪,2017,Q2,0,0,0
张志豪,2017,Q3,0,0,0
张志豪,2017,Q4,12,42,42
Fabio Di Domenico,2020,Q1,13,27,13
Fabio Di Domenico,2020,Q2,0,0,0
Fabio Di Domenico,2020,Q3,0,0,0
Fabio Di Domenico,2020,Q4,0,0,0
angusluo,2020,Q1,9,10,8
angusluo,2020,Q2,0,0,0
angusluo,2020,Q3,0,0,0
angusluo,2020,Q4,0,0,0
Oleg Rybakov,2020,Q1,7,105,72
Oleg Rybakov,2020,Q2,0,0,0
Oleg Rybakov,2020,Q3,0,0,0
Oleg Rybakov,2020,Q4,0,0,0
Nick Morgan,2020,Q1,1,3,0
Nick Morgan,2020,Q2,0,0,0
Nick Morgan,2020,Q3,0,0,0
Nick Morgan,2020,Q4,0,0,0
Guy David,2020,Q1,1,0,2
Guy David,2020,Q2,0,0,0
Guy David,2020,Q3,0,0,0
Guy David,2020,Q4,0,0,0
Guy David,2019,Q1,0,0,0
Guy David,2019,Q2,0,0,0
Guy David,2019,Q3,0,0,0
Guy David,2019,Q4,4,71,56
Georgios Pinitas,2020,Q1,6,219,23
Georgios Pinitas,2020,Q2,0,0,0
Georgios Pinitas,2020,Q3,0,0,0
Georgios Pinitas,2020,Q4,0,0,0
Vojtech Bardiovsky,2020,Q1,3,182,92
Vojtech Bardiovsky,2020,Q2,0,0,0
Vojtech Bardiovsky,2020,Q3,0,0,0
Vojtech Bardiovsky,2020,Q4,0,0,0
Vojtech Bardiovsky,2019,Q1,97,1763,472
Vojtech Bardiovsky,2019,Q2,34,443,284
Vojtech Bardiovsky,2019,Q3,4,73,5
Vojtech Bardiovsky,2019,Q4,7,115,12
Rajan Singh,2020,Q1,1,0,0
Rajan Singh,2020,Q2,0,0,0
Rajan Singh,2020,Q3,0,0,0
Rajan Singh,2020,Q4,0,0,0
Raziel Alvarez,2020,Q1,4,141,9
Raziel Alvarez,2020,Q2,0,0,0
Raziel Alvarez,2020,Q3,0,0,0
Raziel Alvarez,2020,Q4,0,0,0
Raziel Alvarez,2019,Q1,0,0,0
Raziel Alvarez,2019,Q2,1,4,4
Raziel Alvarez,2019,Q3,1,7,3
Raziel Alvarez,2019,Q4,0,0,0
Martin Jul,2020,Q1,4,6,6
Martin Jul,2020,Q2,0,0,0
Martin Jul,2020,Q3,0,0,0
Martin Jul,2020,Q4,0,0,0
vijayphoenix,2020,Q1,6,147,5
vijayphoenix,2020,Q2,0,0,0
vijayphoenix,2020,Q3,0,0,0
vijayphoenix,2020,Q4,0,0,0
Mokke Meguru,2020,Q1,4,14,10
Mokke Meguru,2020,Q2,0,0,0
Mokke Meguru,2020,Q3,0,0,0
Mokke Meguru,2020,Q4,0,0,0
Michael Käufl,2020,Q1,1,2,3
Michael Käufl,2020,Q2,0,0,0
Michael Käufl,2020,Q3,0,0,0
Michael Käufl,2020,Q4,0,0,0
Michael Käufl,2019,Q1,1,0,0
Michael Käufl,2019,Q2,0,0,0
Michael Käufl,2019,Q3,0,0,0
Michael Käufl,2019,Q4,0,0,0
Ruan Kunliang,2020,Q1,1,4,0
Ruan Kunliang,2020,Q2,0,0,0
Ruan Kunliang,2020,Q3,0,0,0
Ruan Kunliang,2020,Q4,0,0,0
Harald Husum,2020,Q1,2,0,0
Harald Husum,2020,Q2,0,0,0
Harald Husum,2020,Q3,0,0,0
Harald Husum,2020,Q4,0,0,0
Harald Husum,2018,Q1,1,20,6
Harald Husum,2018,Q2,1,10,7
Harald Husum,2018,Q3,0,0,0
Harald Husum,2018,Q4,0,0,0
Dayeong Lee,2020,Q1,36,1305,420
Dayeong Lee,2020,Q2,0,0,0
Dayeong Lee,2020,Q3,0,0,0
Dayeong Lee,2020,Q4,0,0,0
tigertang,2020,Q1,3,4,4
tigertang,2020,Q2,0,0,0
tigertang,2020,Q3,0,0,0
tigertang,2020,Q4,0,0,0
tigertang,2019,Q1,0,0,0
tigertang,2019,Q2,0,0,0
tigertang,2019,Q3,0,0,0
tigertang,2019,Q4,1,0,0
ayushmankumar7,2020,Q1,5,0,0
ayushmankumar7,2020,Q2,0,0,0
ayushmankumar7,2020,Q3,0,0,0
ayushmankumar7,2020,Q4,0,0,0
jayanth,2020,Q1,2,26,22
jayanth,2020,Q2,0,0,0
jayanth,2020,Q3,0,0,0
jayanth,2020,Q4,0,0,0
Giuseppe Rossini,2020,Q1,9,508,1627
Giuseppe Rossini,2020,Q2,0,0,0
Giuseppe Rossini,2020,Q3,0,0,0
Giuseppe Rossini,2020,Q4,0,0,0
Giuseppe Rossini,2019,Q1,0,0,0
Giuseppe Rossini,2019,Q2,0,0,0
Giuseppe Rossini,2019,Q3,0,0,0
Giuseppe Rossini,2019,Q4,2,1026,0
Haoyu Wu,2020,Q1,16,243,217
Haoyu Wu,2020,Q2,0,0,0
Haoyu Wu,2020,Q3,0,0,0
Haoyu Wu,2020,Q4,0,0,0
Haoyu Wu,2019,Q1,0,0,0
Haoyu Wu,2019,Q2,0,0,0
Haoyu Wu,2019,Q3,0,0,0
Haoyu Wu,2019,Q4,1,6,0
sunway513,2020,Q1,4,13,2
sunway513,2020,Q2,0,0,0
sunway513,2020,Q3,0,0,0
sunway513,2020,Q4,0,0,0
sunway513,2019,Q1,1,4,0
sunway513,2019,Q2,0,0,0
sunway513,2019,Q3,4,4,4
sunway513,2019,Q4,0,0,0
Alex Hoffman,2020,Q1,8,54,17
Alex Hoffman,2020,Q2,0,0,0
Alex Hoffman,2020,Q3,0,0,0
Alex Hoffman,2020,Q4,0,0,0
Yanping Huang,2020,Q1,1,0,0
Yanping Huang,2020,Q2,0,0,0
Yanping Huang,2020,Q3,0,0,0
Yanping Huang,2020,Q4,0,0,0
Yanping Huang,2018,Q1,0,0,0
Yanping Huang,2018,Q2,1,2,3
Yanping Huang,2018,Q3,0,0,0
Yanping Huang,2018,Q4,0,0,0
OverLordGoldDragon,2020,Q1,1,2,2
OverLordGoldDragon,2020,Q2,0,0,0
OverLordGoldDragon,2020,Q3,0,0,0
OverLordGoldDragon,2020,Q4,0,0,0
OverLordGoldDragon,2019,Q1,0,0,0
OverLordGoldDragon,2019,Q2,0,0,0
OverLordGoldDragon,2019,Q3,0,0,0
OverLordGoldDragon,2019,Q4,1,0,0
lyonguyen8697,2020,Q1,19,179,15
lyonguyen8697,2020,Q2,0,0,0
lyonguyen8697,2020,Q3,0,0,0
lyonguyen8697,2020,Q4,0,0,0
Clayne Robison,2020,Q1,14,123,91
Clayne Robison,2020,Q2,0,0,0
Clayne Robison,2020,Q3,0,0,0
Clayne Robison,2020,Q4,0,0,0
Clayne Robison,2019,Q1,8,533,150
Clayne Robison,2019,Q2,22,915,166
Clayne Robison,2019,Q3,10,24,24
Clayne Robison,2019,Q4,24,321,154
Clayne Robison,2018,Q1,4,25,18
Clayne Robison,2018,Q2,15,488,136
Clayne Robison,2018,Q3,21,394,105
Clayne Robison,2018,Q4,15,194,77
Clayne Robison,2017,Q1,0,0,0
Clayne Robison,2017,Q2,0,0,0
Clayne Robison,2017,Q3,1,5,2
Clayne Robison,2017,Q4,10,836,38
jojimonv,2020,Q1,18,735,499
jojimonv,2020,Q2,0,0,0
jojimonv,2020,Q3,0,0,0
jojimonv,2020,Q4,0,0,0
aaronhma,2020,Q1,1,9,7
aaronhma,2020,Q2,0,0,0
aaronhma,2020,Q3,0,0,0
aaronhma,2020,Q4,0,0,0
jojivk-intel-nervana,2020,Q1,1,0,0
jojivk-intel-nervana,2020,Q2,0,0,0
jojivk-intel-nervana,2020,Q3,0,0,0
jojivk-intel-nervana,2020,Q4,0,0,0
jmsmdy,2020,Q1,2,29,21
jmsmdy,2020,Q2,0,0,0
jmsmdy,2020,Q3,0,0,0
jmsmdy,2020,Q4,0,0,0
Brian Atkinson,2020,Q1,322,2801,2333
Brian Atkinson,2020,Q2,0,0,0
Brian Atkinson,2020,Q3,0,0,0
Brian Atkinson,2020,Q4,0,0,0
Brian Atkinson,2019,Q1,0,0,0
Brian Atkinson,2019,Q2,0,0,0
Brian Atkinson,2019,Q3,1,5,7
Brian Atkinson,2019,Q4,513,4524,4230
Jinzhe Zeng,2020,Q1,7,8,7
Jinzhe Zeng,2020,Q2,0,0,0
Jinzhe Zeng,2020,Q3,0,0,0
Jinzhe Zeng,2020,Q4,0,0,0
Alan Yee,2020,Q1,2,2,2
Alan Yee,2020,Q2,0,0,0
Alan Yee,2020,Q3,0,0,0
Alan Yee,2020,Q4,0,0,0
Alan Yee,2018,Q1,1,0,0
Alan Yee,2018,Q2,1,21,16
Alan Yee,2018,Q3,0,0,0
Alan Yee,2018,Q4,0,0,0
Alan Yee,2017,Q1,0,0,0
Alan Yee,2017,Q2,0,0,0
Alan Yee,2017,Q3,65,304,279
Alan Yee,2017,Q4,7,25,19
madisetti,2020,Q1,3,0,6
madisetti,2020,Q2,0,0,0
madisetti,2020,Q3,0,0,0
madisetti,2020,Q4,0,0,0
Zongwei Zhou,2020,Q1,8,36,20
Zongwei Zhou,2020,Q2,0,0,0
Zongwei Zhou,2020,Q3,0,0,0
Zongwei Zhou,2020,Q4,0,0,0
Zongwei Zhou,2019,Q1,0,0,0
Zongwei Zhou,2019,Q2,0,0,0
Zongwei Zhou,2019,Q3,1,7,6
Zongwei Zhou,2019,Q4,0,0,0
JaehunRyu,2020,Q1,4,12,17
JaehunRyu,2020,Q2,0,0,0
JaehunRyu,2020,Q3,0,0,0
JaehunRyu,2020,Q4,0,0,0
dothinking,2020,Q1,1,11,7
dothinking,2020,Q2,0,0,0
dothinking,2020,Q3,0,0,0
dothinking,2020,Q4,0,0,0
MoussaMM,2020,Q1,6,50,14
MoussaMM,2020,Q2,0,0,0
MoussaMM,2020,Q3,0,0,0
MoussaMM,2020,Q4,0,0,0
pingsutw,2020,Q1,1,2,2
pingsutw,2020,Q2,0,0,0
pingsutw,2020,Q3,0,0,0
pingsutw,2020,Q4,0,0,0
Kwabena W. Agyeman,2020,Q1,2,0,2
Kwabena W. Agyeman,2020,Q2,0,0,0
Kwabena W. Agyeman,2020,Q3,0,0,0
Kwabena W. Agyeman,2020,Q4,0,0,0
Kwabena W. Agyeman,2019,Q1,0,0,0
Kwabena W. Agyeman,2019,Q2,1,4,0
Kwabena W. Agyeman,2019,Q3,0,0,0
Kwabena W. Agyeman,2019,Q4,9,85,43
nikochiko,2020,Q1,14,80,33
nikochiko,2020,Q2,0,0,0
nikochiko,2020,Q3,0,0,0
nikochiko,2020,Q4,0,0,0
nikochiko,2019,Q1,0,0,0
nikochiko,2019,Q2,0,0,0
nikochiko,2019,Q3,0,0,0
nikochiko,2019,Q4,19,422,391
Benjamin Gaillard,2020,Q1,2,4,0
Benjamin Gaillard,2020,Q2,0,0,0
Benjamin Gaillard,2020,Q3,0,0,0
Benjamin Gaillard,2020,Q4,0,0,0
kurileo,2020,Q1,2,2,2
kurileo,2020,Q2,0,0,0
kurileo,2020,Q3,0,0,0
kurileo,2020,Q4,0,0,0
Pallavi G,2020,Q1,6,166,97
Pallavi G,2020,Q2,0,0,0
Pallavi G,2020,Q3,0,0,0
Pallavi G,2020,Q4,0,0,0
Pallavi G,2019,Q1,0,0,0
Pallavi G,2019,Q2,0,0,0
Pallavi G,2019,Q3,2,288,56
Pallavi G,2019,Q4,1,8,29
Youlong Cheng,2020,Q1,4,31,25
Youlong Cheng,2020,Q2,0,0,0
Youlong Cheng,2020,Q3,0,0,0
Youlong Cheng,2020,Q4,0,0,0
Youlong Cheng,2019,Q1,3,19,0
Youlong Cheng,2019,Q2,5,111,32
Youlong Cheng,2019,Q3,5,81,23
Youlong Cheng,2019,Q4,7,163,5
Youlong Cheng,2018,Q1,0,0,0
Youlong Cheng,2018,Q2,15,796,33
Youlong Cheng,2018,Q3,47,1176,229
Youlong Cheng,2018,Q4,4,51,11
Tom Forbes,2020,Q1,1,0,0
Tom Forbes,2020,Q2,0,0,0
Tom Forbes,2020,Q3,0,0,0
Tom Forbes,2020,Q4,0,0,0
Officium,2020,Q1,1,14,8
Officium,2020,Q2,0,0,0
Officium,2020,Q3,0,0,0
Officium,2020,Q4,0,0,0
Vincent Abriou,2020,Q1,2,27,0
Vincent Abriou,2020,Q2,0,0,0
Vincent Abriou,2020,Q3,0,0,0
Vincent Abriou,2020,Q4,0,0,0
William D. Irons,2020,Q1,8,36,283
William D. Irons,2020,Q2,0,0,0
William D. Irons,2020,Q3,0,0,0
William D. Irons,2020,Q4,0,0,0
William D. Irons,2019,Q1,7,15,15
William D. Irons,2019,Q2,1,0,0
William D. Irons,2019,Q3,13,309,41
William D. Irons,2019,Q4,2,13,26
William D. Irons,2018,Q1,0,0,0
William D. Irons,2018,Q2,17,195,16
William D. Irons,2018,Q3,39,405,221
William D. Irons,2018,Q4,3,11,6
Aditya Patwardhan,2020,Q1,9,133,99
Aditya Patwardhan,2020,Q2,0,0,0
Aditya Patwardhan,2020,Q3,0,0,0
Aditya Patwardhan,2020,Q4,0,0,0
Aditya Patwardhan,2019,Q1,0,0,0
Aditya Patwardhan,2019,Q2,0,0,0
Aditya Patwardhan,2019,Q3,0,0,0
Aditya Patwardhan,2019,Q4,17,1494,4
Frédéric Rechtenstein,2020,Q1,6,51,5
Frédéric Rechtenstein,2020,Q2,0,0,0
Frédéric Rechtenstein,2020,Q3,0,0,0
Frédéric Rechtenstein,2020,Q4,0,0,0
TengLu,2020,Q1,7,360,243
TengLu,2020,Q2,0,0,0
TengLu,2020,Q3,0,0,0
TengLu,2020,Q4,0,0,0
TengLu,2019,Q1,1,4,0
TengLu,2019,Q2,0,0,0
TengLu,2019,Q3,18,889,453
TengLu,2019,Q4,15,274,177
FAIJUL,2020,Q1,1,0,0
FAIJUL,2020,Q2,0,0,0
FAIJUL,2020,Q3,0,0,0
FAIJUL,2020,Q4,0,0,0
FAIJUL,2019,Q1,0,0,0
FAIJUL,2019,Q2,1,0,0
FAIJUL,2019,Q3,0,0,0
FAIJUL,2019,Q4,0,0,0
FAIJUL,2017,Q1,0,0,0
FAIJUL,2017,Q2,0,0,0
FAIJUL,2017,Q3,0,0,0
FAIJUL,2017,Q4,1,100,59
Judd,2020,Q1,6,24,24
Judd,2020,Q2,0,0,0
Judd,2020,Q3,0,0,0
Judd,2020,Q4,0,0,0
Timon Van Overveldt,2020,Q1,2,11,0
Timon Van Overveldt,2020,Q2,0,0,0
Timon Van Overveldt,2020,Q3,0,0,0
Timon Van Overveldt,2020,Q4,0,0,0
Timon Van Overveldt,2019,Q1,0,0,0
Timon Van Overveldt,2019,Q2,4,4,9
Timon Van Overveldt,2019,Q3,7,34,88
Timon Van Overveldt,2019,Q4,0,0,0
Timon Van Overveldt,2018,Q1,0,0,0
Timon Van Overveldt,2018,Q2,1,2,0
Timon Van Overveldt,2018,Q3,2,23,0
Timon Van Overveldt,2018,Q4,0,0,0
vladbataev,2020,Q1,3,57,3
vladbataev,2020,Q2,0,0,0
vladbataev,2020,Q3,0,0,0
vladbataev,2020,Q4,0,0,0
Mitchell Vitez,2020,Q1,3,4,4
Mitchell Vitez,2020,Q2,0,0,0
Mitchell Vitez,2020,Q3,0,0,0
Mitchell Vitez,2020,Q4,0,0,0
Puneeth K,2020,Q1,19,119,81
Puneeth K,2020,Q2,0,0,0
Puneeth K,2020,Q3,0,0,0
Puneeth K,2020,Q4,0,0,0
David Rees,2020,Q1,2,7,0
David Rees,2020,Q2,0,0,0
David Rees,2020,Q3,0,0,0
David Rees,2020,Q4,0,0,0
David Rees,2018,Q1,0,0,0
David Rees,2018,Q2,0,0,0
David Rees,2018,Q3,0,0,0
David Rees,2018,Q4,1,0,0
ga,2020,Q1,1,0,0
ga,2020,Q2,0,0,0
ga,2020,Q3,0,0,0
ga,2020,Q4,0,0,0
Tom Carchrae,2020,Q1,11,22,0
Tom Carchrae,2020,Q2,0,0,0
Tom Carchrae,2020,Q3,0,0,0
Tom Carchrae,2020,Q4,0,0,0
372046933,2020,Q1,2,2,2
372046933,2020,Q2,0,0,0
372046933,2020,Q3,0,0,0
372046933,2020,Q4,0,0,0
MichaelKonobeev,2020,Q1,6,2,6
MichaelKonobeev,2020,Q2,0,0,0
MichaelKonobeev,2020,Q3,0,0,0
MichaelKonobeev,2020,Q4,0,0,0
MichaelKonobeev,2019,Q1,0,0,0
MichaelKonobeev,2019,Q2,3,12,5
MichaelKonobeev,2019,Q3,2,14,9
MichaelKonobeev,2019,Q4,3,23,34
PhilipMay,2020,Q1,1,0,0
PhilipMay,2020,Q2,0,0,0
PhilipMay,2020,Q3,0,0,0
PhilipMay,2020,Q4,0,0,0
exfalso,2020,Q1,1,0,0
exfalso,2020,Q2,0,0,0
exfalso,2020,Q3,0,0,0
exfalso,2020,Q4,0,0,0
Fei Hu,2020,Q1,5,95,156
Fei Hu,2020,Q2,0,0,0
Fei Hu,2020,Q3,0,0,0
Fei Hu,2020,Q4,0,0,0
Fei Hu,2019,Q1,93,10796,2989
Fei Hu,2019,Q2,310,16495,5859
Fei Hu,2019,Q3,367,24864,22175
Fei Hu,2019,Q4,105,4869,8688
Fei Hu,2018,Q1,0,0,0
Fei Hu,2018,Q2,0,0,0
Fei Hu,2018,Q3,70,1201,520
Fei Hu,2018,Q4,70,585,347
punndcoder28,2020,Q1,2,22,0
punndcoder28,2020,Q2,0,0,0
punndcoder28,2020,Q3,0,0,0
punndcoder28,2020,Q4,0,0,0
Taylor Robie,2020,Q1,2,43,0
Taylor Robie,2020,Q2,0,0,0
Taylor Robie,2020,Q3,0,0,0
Taylor Robie,2020,Q4,0,0,0
Taylor Robie,2019,Q1,23,865,141
Taylor Robie,2019,Q2,38,1685,527
Taylor Robie,2019,Q3,396,3203,589
Taylor Robie,2019,Q4,62,2559,1722
Taylor Robie,2018,Q1,0,0,0
Taylor Robie,2018,Q2,1,0,0
Taylor Robie,2018,Q3,0,0,0
Taylor Robie,2018,Q4,14,65,21
Jeff Daily,2020,Q1,3,46,10
Jeff Daily,2020,Q2,0,0,0
Jeff Daily,2020,Q3,0,0,0
Jeff Daily,2020,Q4,0,0,0
Jeff Daily,2019,Q1,0,0,0
Jeff Daily,2019,Q2,162,393,304
Jeff Daily,2019,Q3,35,281,136
Jeff Daily,2019,Q4,1,158,0
Meng Zhang,2020,Q1,3,0,0
Meng Zhang,2020,Q2,0,0,0
Meng Zhang,2020,Q3,0,0,0
Meng Zhang,2020,Q4,0,0,0
Elton Yang,2020,Q1,1,19,0
Elton Yang,2020,Q2,0,0,0
Elton Yang,2020,Q3,0,0,0
Elton Yang,2020,Q4,0,0,0
srinivasan.narayanamoorthy,2020,Q1,6,36,30
srinivasan.narayanamoorthy,2020,Q2,0,0,0
srinivasan.narayanamoorthy,2020,Q3,0,0,0
srinivasan.narayanamoorthy,2020,Q4,0,0,0
srinivasan.narayanamoorthy,2019,Q1,22,703,140
srinivasan.narayanamoorthy,2019,Q2,1,0,19
srinivasan.narayanamoorthy,2019,Q3,20,231,116
srinivasan.narayanamoorthy,2019,Q4,13,531,172
Kevin Hanselman,2020,Q1,7,7,7
Kevin Hanselman,2020,Q2,0,0,0
Kevin Hanselman,2020,Q3,0,0,0
Kevin Hanselman,2020,Q4,0,0,0
Stephan Uphoff,2019,Q1,0,0,0
Stephan Uphoff,2019,Q2,0,0,0
Stephan Uphoff,2019,Q3,0,0,0
Stephan Uphoff,2019,Q4,6,56,14
Stephan Uphoff,2020,Q1,2,6,18
Stephan Uphoff,2020,Q2,0,0,0
Stephan Uphoff,2020,Q3,0,0,0
Stephan Uphoff,2020,Q4,0,0,0
Anthony Barbier,2020,Q1,1,0,0
Anthony Barbier,2020,Q2,0,0,0
Anthony Barbier,2020,Q3,0,0,0
Anthony Barbier,2020,Q4,0,0,0
Anthony Barbier,2019,Q1,0,0,0
Anthony Barbier,2019,Q2,0,0,0
Anthony Barbier,2019,Q3,50,635,132
Anthony Barbier,2019,Q4,0,0,0
Rasul Karimov,2020,Q1,5,18,2
Rasul Karimov,2020,Q2,0,0,0
Rasul Karimov,2020,Q3,0,0,0
Rasul Karimov,2020,Q4,0,0,0
Rasul Karimov,2019,Q1,0,0,0
Rasul Karimov,2019,Q2,0,0,0
Rasul Karimov,2019,Q3,0,0,0
Rasul Karimov,2019,Q4,10,1982,1981
Scott Todd,2020,Q1,8,618,61
Scott Todd,2020,Q2,0,0,0
Scott Todd,2020,Q3,0,0,0
Scott Todd,2020,Q4,0,0,0
Scott Todd,2019,Q1,0,0,0
Scott Todd,2019,Q2,0,0,0
Scott Todd,2019,Q3,0,0,0
Scott Todd,2019,Q4,1,30,0
Prashant Dandriyal,2020,Q1,1,8,4
Prashant Dandriyal,2020,Q2,0,0,0
Prashant Dandriyal,2020,Q3,0,0,0
Prashant Dandriyal,2020,Q4,0,0,0
comet,2020,Q1,15,49,49
comet,2020,Q2,0,0,0
comet,2020,Q3,0,0,0
comet,2020,Q4,0,0,0
Pooya Davoodi,2020,Q1,13,129,34
Pooya Davoodi,2020,Q2,0,0,0
Pooya Davoodi,2020,Q3,0,0,0
Pooya Davoodi,2020,Q4,0,0,0
Pooya Davoodi,2019,Q1,29,516,178
Pooya Davoodi,2019,Q2,20,307,103
Pooya Davoodi,2019,Q3,19,293,142
Pooya Davoodi,2019,Q4,112,1053,539
Pooya Davoodi,2018,Q1,0,0,0
Pooya Davoodi,2018,Q2,0,0,0
Pooya Davoodi,2018,Q3,0,0,0
Pooya Davoodi,2018,Q4,45,221,165
Maher Jendoubi,2020,Q1,18,17,17
Maher Jendoubi,2020,Q2,0,0,0
Maher Jendoubi,2020,Q3,0,0,0
Maher Jendoubi,2020,Q4,0,0,0
Stanley Bileschi,2020,Q1,1,4,4
Stanley Bileschi,2020,Q2,0,0,0
Stanley Bileschi,2020,Q3,0,0,0
Stanley Bileschi,2020,Q4,0,0,0
Stanley Bileschi,2018,Q1,0,0,0
Stanley Bileschi,2018,Q2,2,18,8
Stanley Bileschi,2018,Q3,2,11,0
Stanley Bileschi,2018,Q4,0,0,0
Erik Zettel,2020,Q1,2,4,4
Erik Zettel,2020,Q2,0,0,0
Erik Zettel,2020,Q3,0,0,0
Erik Zettel,2020,Q4,0,0,0
Abin Shahab,2019,Q1,0,0,0
Abin Shahab,2019,Q2,0,0,0
Abin Shahab,2019,Q3,2,33,0
Abin Shahab,2019,Q4,0,0,0
Michael Liao,2020,Q1,2,2,0
Michael Liao,2020,Q2,0,0,0
Michael Liao,2020,Q3,0,0,0
Michael Liao,2020,Q4,0,0,0
Owen L - SFE,2020,Q1,30,214,13
Owen L - SFE,2020,Q2,0,0,0
Owen L - SFE,2020,Q3,0,0,0
Owen L - SFE,2020,Q4,0,0,0
Owen L - SFE,2019,Q1,0,0,0
Owen L - SFE,2019,Q2,0,0,0
Owen L - SFE,2019,Q3,0,0,0
Owen L - SFE,2019,Q4,39,1160,253
Ahti Kitsik,2020,Q1,1,0,0
Ahti Kitsik,2020,Q2,0,0,0
Ahti Kitsik,2020,Q3,0,0,0
Ahti Kitsik,2020,Q4,0,0,0
Zhou Peng,2020,Q1,12,134,27
Zhou Peng,2020,Q2,0,0,0
Zhou Peng,2020,Q3,0,0,0
Zhou Peng,2020,Q4,0,0,0
IrinaM21,2020,Q1,6,23,14
IrinaM21,2020,Q2,0,0,0
IrinaM21,2020,Q3,0,0,0
IrinaM21,2020,Q4,0,0,0
Joseph-Rance,2020,Q1,5,40,20
Joseph-Rance,2020,Q2,0,0,0
Joseph-Rance,2020,Q3,0,0,0
Joseph-Rance,2020,Q4,0,0,0
Rick Wierenga,2020,Q1,8,60,25
Rick Wierenga,2020,Q2,0,0,0
Rick Wierenga,2020,Q3,0,0,0
Rick Wierenga,2020,Q4,0,0,0
Victor Peng,2020,Q1,1,0,0
Victor Peng,2020,Q2,0,0,0
Victor Peng,2020,Q3,0,0,0
Victor Peng,2020,Q4,0,0,0
Shyam Sundar Dhanabalan,2020,Q1,1,0,0
Shyam Sundar Dhanabalan,2020,Q2,0,0,0
Shyam Sundar Dhanabalan,2020,Q3,0,0,0
Shyam Sundar Dhanabalan,2020,Q4,0,0,0
Tong Shen,2020,Q1,8,165,37
Tong Shen,2020,Q2,0,0,0
Tong Shen,2020,Q3,0,0,0
Tong Shen,2020,Q4,0,0,0
Tong Shen,2019,Q1,67,1720,251
Tong Shen,2019,Q2,135,4145,3676
Tong Shen,2019,Q3,50,1029,779
Tong Shen,2019,Q4,16,499,211
Tong Shen,2018,Q1,0,0,0
Tong Shen,2018,Q2,0,0,0
Tong Shen,2018,Q3,102,1609,821
Tong Shen,2018,Q4,108,6415,2065
Saleem Abdulrasool,2020,Q1,3,2,0
Saleem Abdulrasool,2020,Q2,0,0,0
Saleem Abdulrasool,2020,Q3,0,0,0
Saleem Abdulrasool,2020,Q4,0,0,0
Saleem Abdulrasool,2019,Q1,0,0,0
Saleem Abdulrasool,2019,Q2,2,25,0
Saleem Abdulrasool,2019,Q3,0,0,0
Saleem Abdulrasool,2019,Q4,0,0,0
archis,2020,Q1,6,32,37
archis,2020,Q2,0,0,0
archis,2020,Q3,0,0,0
archis,2020,Q4,0,0,0
archis,2019,Q1,0,0,0
archis,2019,Q2,0,0,0
archis,2019,Q3,1,25,0
archis,2019,Q4,11,122,82
Sasan Jafarnejad,2020,Q1,1,0,0
